SupplierName,SupplierTransactionID,SupplierID,PurchaseOrderID,SupplierInvoiceNumber,TransactionDate,AmountExcludingTax,TaxAmount,FinalizationDate
"Fabrikam, Inc.",94834,4,638,9060,1/22/2014,443550,66532.5,1/27/2014
"Litware, Inc.",94837,7,639,8264,1/22/2014,121122.8,18168.42,1/27/2014
"Fabrikam, Inc.",95288,4,640,1894,1/23/2014,444102,66615.3,1/27/2014
"Litware, Inc.",95291,7,641,9313,1/23/2014,123086,18462.9,1/27/2014
"Fabrikam, Inc.",95591,4,642,534,1/24/2014,444426,66663.9,1/27/2014
"Litware, Inc.",95594,7,643,2044,1/24/2014,122976.4,18446.46,1/27/2014
"Fabrikam, Inc.",96030,4,644,1727,1/27/2014,445116,66767.4,1/27/2014
"Litware, Inc.",96033,7,645,1864,1/27/2014,123793.6,18569.04,1/27/2014
"Litware, Inc.",96035,7,646,1086,1/27/2014,340,51,1/27/2014
"Fabrikam, Inc.",96405,4,647,200,1/28/2014,447036,67055.4,2/3/2014
"Litware, Inc.",96408,7,648,8808,1/28/2014,128065.6,19209.84,2/3/2014
"Fabrikam, Inc.",96705,4,649,5564,1/29/2014,447840,67176,2/3/2014
"Litware, Inc.",96708,7,650,7719,1/29/2014,127648.8,19147.32,2/3/2014
"Fabrikam, Inc.",97142,4,651,7456,1/30/2014,449076,67361.4,2/3/2014
"Litware, Inc.",97145,7,652,2056,1/30/2014,129162.4,19374.36,2/3/2014
"Fabrikam, Inc.",97350,4,653,4877,1/31/2014,450336,67550.4,2/3/2014
"Litware, Inc.",97353,7,654,9731,1/31/2014,131454.8,19718.22,2/3/2014
"Fabrikam, Inc.",97892,4,655,3853,2/3/2014,455298,68294.7,2/3/2014
"Litware, Inc.",97895,7,656,4634,2/3/2014,131844.4,19776.66,2/3/2014
"Fabrikam, Inc.",97898,4,657,3489,2/3/2014,1032,154.8,2/3/2014
"Litware, Inc.",97900,7,658,7995,2/3/2014,115.2,17.28,2/3/2014
"Fabrikam, Inc.",98166,4,659,4721,2/4/2014,456366,68454.9,2/10/2014
"Litware, Inc.",98169,7,660,515,2/4/2014,131323.6,19698.54,2/10/2014
"Fabrikam, Inc.",98390,4,661,2863,2/5/2014,456258,68438.7,2/10/2014
"Litware, Inc.",98393,7,662,5207,2/5/2014,130906.8,19636.02,2/10/2014
"Fabrikam, Inc.",98790,4,663,8723,2/6/2014,458046,68706.9,2/10/2014
"Litware, Inc.",98793,7,664,5813,2/6/2014,130758.8,19613.82,2/10/2014
"Fabrikam, Inc.",99266,4,665,9208,2/7/2014,462654,69398.1,2/10/2014
"Litware, Inc.",99269,7,666,627,2/7/2014,132234,19835.1,2/10/2014
"Fabrikam, Inc.",99794,4,667,6496,2/10/2014,461778,69266.7,2/10/2014
"Litware, Inc.",99797,7,668,2908,2/10/2014,131817.2,19772.58,2/10/2014
"Fabrikam, Inc.",99801,4,669,8666,2/10/2014,2532,379.8,2/10/2014
"Litware, Inc.",99804,7,670,9905,2/10/2014,1173.6,176.04,2/10/2014
"Fabrikam, Inc.",100046,4,671,8778,2/11/2014,466236,69935.4,2/17/2014
"Litware, Inc.",100049,7,672,4919,2/11/2014,133084,19962.6,2/17/2014
"Fabrikam, Inc.",100324,4,673,8102,2/12/2014,469434,70415.1,2/17/2014
"Litware, Inc.",100327,7,674,6228,2/12/2014,132705.6,19905.84,2/17/2014
"Fabrikam, Inc.",100691,4,675,7634,2/13/2014,468738,70310.7,2/17/2014
"Litware, Inc.",100694,7,676,791,2/13/2014,133352.8,20002.92,2/17/2014
"Fabrikam, Inc.",101148,4,677,1945,2/14/2014,472044,70806.6,2/17/2014
"Litware, Inc.",101151,7,678,8564,2/14/2014,133204.8,19980.72,2/17/2014
"Fabrikam, Inc.",101476,4,679,3879,2/17/2014,472128,70819.2,2/17/2014
"Litware, Inc.",101479,7,680,7029,2/17/2014,132903.2,19935.48,2/17/2014
"Fabrikam, Inc.",101483,4,681,3556,2/17/2014,2202,330.3,2/17/2014
"Fabrikam, Inc.",101739,4,682,2431,2/18/2014,476058,71408.7,2/24/2014
"Litware, Inc.",101742,7,683,8710,2/18/2014,133676.4,20051.46,2/24/2014
"Fabrikam, Inc.",102082,4,684,8930,2/19/2014,479046,71856.9,2/24/2014
"Litware, Inc.",102085,7,685,380,2/19/2014,135096.8,20264.52,2/24/2014
"Fabrikam, Inc.",102275,4,686,9688,2/20/2014,479262,71889.3,2/24/2014
"Litware, Inc.",102278,7,687,5673,2/20/2014,134756.8,20213.52,2/24/2014
"Fabrikam, Inc.",102660,4,688,8562,2/21/2014,480132,72019.8,2/24/2014
"Litware, Inc.",102663,7,689,7774,2/21/2014,137778.4,20666.76,2/24/2014
"Fabrikam, Inc.",103269,4,690,9074,2/24/2014,479658,71948.7,2/24/2014
"Litware, Inc.",103272,7,691,3054,2/24/2014,139895.2,20984.28,2/24/2014
"Fabrikam, Inc.",103276,4,692,6065,2/24/2014,1752,262.8,2/24/2014
"Litware, Inc.",103278,7,693,5593,2/24/2014,1020,153,2/24/2014
"Fabrikam, Inc.",103458,4,694,5569,2/25/2014,480156,72023.4,3/3/2014
"Litware, Inc.",103461,7,695,3472,2/25/2014,140575.2,21086.28,3/3/2014
"Fabrikam, Inc.",103834,4,696,1935,2/26/2014,480300,72045,3/3/2014
"Litware, Inc.",103837,7,697,7776,2/26/2014,142906,21435.9,3/3/2014
"Fabrikam, Inc.",104246,4,698,2243,2/27/2014,483948,72592.2,3/3/2014
"Litware, Inc.",104249,7,699,5858,2/27/2014,142719.6,21407.94,3/3/2014
"Fabrikam, Inc.",104573,4,700,7362,2/28/2014,487020,73053,3/3/2014
"Litware, Inc.",104576,7,701,678,2/28/2014,144249.6,21637.44,3/3/2014
"Fabrikam, Inc.",105005,4,702,7564,3/3/2014,488064,73209.6,3/3/2014
"Litware, Inc.",105008,7,703,37,3/3/2014,144216.8,21632.52,3/3/2014
"Fabrikam, Inc.",105012,4,704,7255,3/3/2014,1992,298.8,3/3/2014
"Litware, Inc.",105014,7,705,3711,3/3/2014,340,51,3/3/2014
"Fabrikam, Inc.",105370,4,706,3653,3/4/2014,491844,73776.6,3/10/2014
"Litware, Inc.",105373,7,707,1805,3/4/2014,144896.8,21734.52,3/10/2014
"Fabrikam, Inc.",105723,4,708,4335,3/5/2014,491394,73709.1,3/10/2014
"Litware, Inc.",105726,7,709,5975,3/5/2014,144480,21672,3/10/2014
"Fabrikam, Inc.",106126,4,710,6316,3/6/2014,492228,73834.2,3/10/2014
"Litware, Inc.",106129,7,711,5034,3/6/2014,144063.2,21609.48,3/10/2014
"Fabrikam, Inc.",106434,4,712,8755,3/7/2014,493842,74076.3,3/10/2014
"Litware, Inc.",106437,7,713,5739,3/7/2014,143646.4,21546.96,3/10/2014
"Fabrikam, Inc.",106876,4,714,5456,3/10/2014,493464,74019.6,3/10/2014
"Litware, Inc.",106879,7,715,237,3/10/2014,145105.2,21765.78,3/10/2014
"Fabrikam, Inc.",106881,4,716,7521,3/10/2014,864,129.6,3/10/2014
"Fabrikam, Inc.",107271,4,717,1044,3/11/2014,495132,74269.8,3/17/2014
"Litware, Inc.",107274,7,718,2571,3/11/2014,144271.6,21640.74,3/17/2014
"Fabrikam, Inc.",107500,4,719,7061,3/12/2014,495780,74367,3/17/2014
"Litware, Inc.",107503,7,720,4637,3/12/2014,143854.8,21578.22,3/17/2014
"Fabrikam, Inc.",107741,4,721,1924,3/13/2014,495630,74344.5,3/17/2014
"Litware, Inc.",107744,7,722,5174,3/13/2014,143706.8,21556.02,3/17/2014
"Fabrikam, Inc.",108224,4,723,2464,3/14/2014,497904,74685.6,3/17/2014
"Litware, Inc.",108227,7,724,1978,3/14/2014,147200,22080,3/17/2014
"Fabrikam, Inc.",108656,4,725,9584,3/17/2014,498612,74791.8,3/17/2014
"Litware, Inc.",108659,7,726,163,3/17/2014,147803.2,22170.48,3/17/2014
"Fabrikam, Inc.",108661,4,727,6854,3/17/2014,840,126,3/17/2014
"Litware, Inc.",108663,7,728,1658,3/17/2014,1530,229.5,3/17/2014
"Fabrikam, Inc.",108883,4,729,9559,3/18/2014,499488,74923.2,3/24/2014
"Litware, Inc.",108886,7,730,5605,3/18/2014,150051.6,22507.74,3/24/2014
"Fabrikam, Inc.",109207,4,731,4043,3/19/2014,502488,75373.2,3/24/2014
"Litware, Inc.",109210,7,732,6607,3/19/2014,151982,22797.3,3/24/2014
"Fabrikam, Inc.",109452,4,733,209,3/20/2014,501420,75213,3/24/2014
"Litware, Inc.",109455,7,734,6411,3/20/2014,153605.2,23040.78,3/24/2014
"Fabrikam, Inc.",109719,4,735,8673,3/21/2014,502800,75420,3/24/2014
"Litware, Inc.",109722,7,736,2715,3/21/2014,157158.8,23573.82,3/24/2014
"Fabrikam, Inc.",110203,4,737,3016,3/24/2014,504678,75701.7,3/24/2014
"Litware, Inc.",110206,7,738,8884,3/24/2014,160449.2,24067.38,3/24/2014
"Fabrikam, Inc.",110209,4,739,1042,3/24/2014,846,126.9,3/24/2014
"Litware, Inc.",110211,7,740,3325,3/24/2014,153.6,23.04,3/24/2014
"Fabrikam, Inc.",110443,4,741,5985,3/25/2014,504456,75668.4,3/31/2014
"Litware, Inc.",110446,7,742,2791,3/25/2014,159506,23925.9,3/31/2014
"Fabrikam, Inc.",110857,4,743,2857,3/26/2014,507330,76099.5,3/31/2014
"Litware, Inc.",110860,7,744,1703,3/26/2014,160476.8,24071.52,3/31/2014
"Fabrikam, Inc.",111095,4,745,4801,3/27/2014,508482,76272.3,3/31/2014
"Litware, Inc.",111098,7,746,5639,3/27/2014,161930,24289.5,3/31/2014
"Fabrikam, Inc.",111319,4,747,2442,3/28/2014,508122,76218.3,3/31/2014
"Litware, Inc.",111322,7,748,576,3/28/2014,163213.2,24481.98,3/31/2014
"Fabrikam, Inc.",111916,4,749,827,3/31/2014,511056,76658.4,3/31/2014
"Litware, Inc.",111919,7,750,3644,3/31/2014,164573.2,24685.98,3/31/2014
"Fabrikam, Inc.",111922,4,751,3450,3/31/2014,1980,297,3/31/2014
"Fabrikam, Inc.",112236,4,752,2008,4/1/2014,512616,76892.4,4/7/2014
"Litware, Inc.",112239,7,753,9249,4/1/2014,163893.2,24583.98,4/7/2014
"Fabrikam, Inc.",112598,4,754,6378,4/2/2014,515436,77315.4,4/7/2014
"Litware, Inc.",112601,7,755,7613,4/2/2014,164573.2,24685.98,4/7/2014
"Fabrikam, Inc.",112871,4,756,9587,4/3/2014,515724,77358.6,4/7/2014
"Litware, Inc.",112874,7,757,8045,4/3/2014,164617.2,24692.58,4/7/2014
"Fabrikam, Inc.",113120,4,758,475,4/4/2014,516696,77504.4,4/7/2014
"Litware, Inc.",113123,7,759,7905,4/4/2014,164370.4,24655.56,4/7/2014
"Fabrikam, Inc.",113661,4,760,7622,4/7/2014,520260,78039,4/7/2014
"Litware, Inc.",113664,7,761,6041,4/7/2014,164260.8,24639.12,4/7/2014
"Fabrikam, Inc.",113669,4,762,896,4/7/2014,2088,313.2,4/7/2014
"Litware, Inc.",113671,7,763,901,4/7/2014,510,76.5,4/7/2014
"Fabrikam, Inc.",113949,4,764,7842,4/8/2014,525486,78822.9,4/14/2014
"Litware, Inc.",113952,7,765,8856,4/8/2014,165428.8,24814.32,4/14/2014
"Fabrikam, Inc.",114286,4,766,7825,4/9/2014,525396,78809.4,4/14/2014
"Litware, Inc.",114289,7,767,502,4/9/2014,166207.6,24931.14,4/14/2014
"Fabrikam, Inc.",114555,4,768,3994,4/10/2014,524556,78683.4,4/14/2014
"Litware, Inc.",114558,7,769,2926,4/10/2014,165790.8,24868.62,4/14/2014
"Fabrikam, Inc.",114844,4,770,9060,4/11/2014,523332,78499.8,4/14/2014
"Litware, Inc.",114847,7,771,3208,4/11/2014,167584,25137.6,4/14/2014
"Fabrikam, Inc.",115418,4,772,3996,4/14/2014,525168,78775.2,4/14/2014
"Litware, Inc.",115421,7,773,1779,4/14/2014,167715.6,25157.34,4/14/2014
"Fabrikam, Inc.",115423,4,774,8808,4/14/2014,420,63,4/14/2014
"Litware, Inc.",115425,7,775,8329,4/14/2014,384,57.6,4/14/2014
"Fabrikam, Inc.",115760,4,776,8936,4/15/2014,525696,78854.4,4/21/2014
"Litware, Inc.",115763,7,777,9921,4/15/2014,170600.4,25590.06,4/21/2014
"Fabrikam, Inc.",115986,4,778,1516,4/16/2014,526044,78906.6,4/21/2014
"Litware, Inc.",115989,7,779,9610,4/16/2014,170567.6,25585.14,4/21/2014
"Fabrikam, Inc.",116333,4,780,7638,4/17/2014,529596,79439.4,4/21/2014
"Litware, Inc.",116336,7,781,5855,4/17/2014,172542,25881.3,4/21/2014
"Fabrikam, Inc.",116756,4,782,378,4/18/2014,533298,79994.7,4/21/2014
"Litware, Inc.",116759,7,783,5521,4/18/2014,172394,25859.1,4/21/2014
"Fabrikam, Inc.",117282,4,784,6895,4/21/2014,536982,80547.3,4/21/2014
"Litware, Inc.",117285,7,785,3748,4/21/2014,172476.4,25871.46,4/21/2014
"Fabrikam, Inc.",117287,4,786,1005,4/21/2014,288,43.2,4/21/2014
"Fabrikam, Inc.",117452,4,787,1909,4/22/2014,535422,80313.3,4/28/2014
"Litware, Inc.",117455,7,788,1472,4/22/2014,172152.8,25822.92,4/28/2014
"Fabrikam, Inc.",117846,4,789,4803,4/23/2014,537132,80569.8,4/28/2014
"Litware, Inc.",117849,7,790,1753,4/23/2014,173162,25974.3,4/28/2014
"Fabrikam, Inc.",118315,4,791,7002,4/24/2014,538884,80832.6,4/28/2014
"Litware, Inc.",118318,7,792,687,4/24/2014,174072.4,26110.86,4/28/2014
"Fabrikam, Inc.",118661,4,793,3263,4/25/2014,542664,81399.6,4/28/2014
"Litware, Inc.",118664,7,794,9201,4/25/2014,177571.2,26635.68,4/28/2014
"Fabrikam, Inc.",119424,4,795,741,4/28/2014,546678,82001.7,4/28/2014
"Litware, Inc.",119427,7,796,7118,4/28/2014,179534.4,26930.16,4/28/2014
"Fabrikam, Inc.",119432,4,797,5115,4/28/2014,1602,240.3,4/28/2014
"Litware, Inc.",119435,7,798,1820,4/28/2014,2276,341.4,4/28/2014
"Fabrikam, Inc.",119642,4,799,2246,4/29/2014,547776,82166.4,5/5/2014
"Litware, Inc.",119645,7,800,9959,4/29/2014,181563.6,27234.54,5/5/2014
"Fabrikam, Inc.",119843,4,801,6649,4/30/2014,547320,82098,5/5/2014
"Litware, Inc.",119846,7,802,5574,4/30/2014,181547.2,27232.08,5/5/2014
"Fabrikam, Inc.",120189,4,803,2484,5/1/2014,547584,82137.6,5/5/2014
"Litware, Inc.",120192,7,804,3333,5/1/2014,181130.4,27169.56,5/5/2014
"Fabrikam, Inc.",120594,4,805,6635,5/2/2014,550800,82620,5/5/2014
"Litware, Inc.",120597,7,806,5876,5/2/2014,182698.8,27404.82,5/5/2014
"Fabrikam, Inc.",121236,4,807,2933,5/5/2014,553698,83054.7,5/5/2014
"Litware, Inc.",121239,7,808,1961,5/5/2014,183812,27571.8,5/5/2014
"Fabrikam, Inc.",121244,4,809,5209,5/5/2014,5928,889.2,5/5/2014
"Litware, Inc.",121247,7,810,4425,5/5/2014,1892,283.8,5/5/2014
"Fabrikam, Inc.",121655,4,811,4622,5/6/2014,561606,84240.9,5/12/2014
"Litware, Inc.",121658,7,812,1568,5/6/2014,186126.4,27918.96,5/12/2014
"Fabrikam, Inc.",121884,4,813,9770,5/7/2014,561870,84280.5,5/12/2014
"Litware, Inc.",121887,7,814,6499,5/7/2014,186559.6,27983.94,5/12/2014
"Fabrikam, Inc.",122300,4,815,8725,5/8/2014,564408,84661.2,5/12/2014
"Litware, Inc.",122303,7,816,6023,5/8/2014,186834,28025.1,5/12/2014
"Fabrikam, Inc.",122714,4,817,4065,5/9/2014,566664,84999.6,5/12/2014
"Litware, Inc.",122717,7,818,1584,5/9/2014,186762.8,28014.42,5/12/2014
"Fabrikam, Inc.",123307,4,819,6009,5/12/2014,570078,85511.7,5/12/2014
"Litware, Inc.",123310,7,820,1391,5/12/2014,186730,28009.5,5/12/2014
"Fabrikam, Inc.",123490,4,821,2511,5/13/2014,569754,85463.1,5/19/2014
"Litware, Inc.",123493,7,822,2604,5/13/2014,186582,27987.3,5/19/2014
"Fabrikam, Inc.",123675,4,823,844,5/14/2014,569790,85468.5,5/19/2014
"Litware, Inc.",123678,7,824,4391,5/14/2014,186335.2,27950.28,5/19/2014
"Fabrikam, Inc.",124092,4,825,7578,5/15/2014,571608,85741.2,5/19/2014
"Litware, Inc.",124095,7,826,7042,5/15/2014,189472,28420.8,5/19/2014
"Fabrikam, Inc.",124570,4,827,9798,5/16/2014,574968,86245.2,5/19/2014
"Litware, Inc.",124573,7,828,3488,5/16/2014,189055.2,28358.28,5/19/2014
"Fabrikam, Inc.",125193,4,829,591,5/19/2014,577182,86577.3,5/19/2014
"Litware, Inc.",125196,7,830,858,5/19/2014,190530.4,28579.56,5/19/2014
"Fabrikam, Inc.",125199,4,831,9797,5/19/2014,1764,264.6,5/19/2014
"Litware, Inc.",125201,7,832,8868,5/19/2014,384,57.6,5/19/2014
"Fabrikam, Inc.",125645,4,833,6460,5/20/2014,582594,87389.1,5/26/2014
"Litware, Inc.",125648,7,834,243,5/20/2014,192280,28842,5/26/2014
"Fabrikam, Inc.",125918,4,835,7676,5/21/2014,583338,87500.7,5/26/2014
"Litware, Inc.",125921,7,836,5756,5/21/2014,192016.8,28802.52,5/26/2014
"Fabrikam, Inc.",126162,4,837,6846,5/22/2014,587394,88109.1,5/26/2014
"Litware, Inc.",126166,7,838,468,5/22/2014,192530,28879.5,5/26/2014
"Fabrikam, Inc.",126456,4,839,9529,5/23/2014,588246,88236.9,5/26/2014
"Litware, Inc.",126460,7,840,4502,5/23/2014,192398.2,28859.73,5/26/2014
"Fabrikam, Inc.",126818,4,841,5952,5/26/2014,587418,88112.7,5/26/2014
"Litware, Inc.",126822,7,842,7434,5/26/2014,193653.9,29048.09,5/26/2014
"Fabrikam, Inc.",126825,4,843,2609,5/26/2014,1968,295.2,5/26/2014
"Fabrikam, Inc.",127185,4,844,7193,5/27/2014,589008,88351.2,6/2/2014
"Litware, Inc.",127189,7,845,4150,5/27/2014,193858.2,29078.73,6/2/2014
"Fabrikam, Inc.",127478,4,846,1991,5/28/2014,591084,88662.6,6/2/2014
"Litware, Inc.",127482,7,847,3687,5/28/2014,194225.7,29133.86,6/2/2014
"Fabrikam, Inc.",127835,4,848,8013,5/29/2014,593010,88951.5,6/2/2014
"Litware, Inc.",127839,7,849,5653,5/29/2014,197537.9,29630.69,6/2/2014
"Fabrikam, Inc.",128322,4,850,3680,5/30/2014,597258,89588.7,6/2/2014
"Litware, Inc.",128326,7,851,7380,5/30/2014,197477.8,29621.67,6/2/2014
"Fabrikam, Inc.",128894,4,852,1119,6/2/2014,598734,89810.1,6/2/2014
"Litware, Inc.",128898,7,853,3298,6/2/2014,199079.3,29861.9,6/2/2014
"Fabrikam, Inc.",128901,4,854,7369,6/2/2014,654,98.1,6/2/2014
"Litware, Inc.",128903,7,855,7684,6/2/2014,307.2,46.08,6/2/2014
"Fabrikam, Inc.",129353,4,856,7899,6/3/2014,602028,90304.2,6/9/2014
"Litware, Inc.",129357,7,857,4624,6/3/2014,201022.2,30153.33,6/9/2014
"Fabrikam, Inc.",129609,4,858,9617,6/4/2014,602052,90307.8,6/9/2014
"Litware, Inc.",129613,7,859,4398,6/4/2014,200654.9,30098.24,6/9/2014
"Fabrikam, Inc.",129988,4,860,7236,6/5/2014,602574,90386.1,6/9/2014
"Litware, Inc.",129992,7,861,3379,6/5/2014,206205.6,30930.84,6/9/2014
"Fabrikam, Inc.",130465,4,862,2185,6/6/2014,606624,90993.6,6/9/2014
"Litware, Inc.",130469,7,863,8595,6/6/2014,209038.8,31355.82,6/9/2014
"Fabrikam, Inc.",131131,4,864,3769,6/9/2014,610098,91514.7,6/9/2014
"Litware, Inc.",131135,7,865,985,6/9/2014,212875.1,31931.27,6/9/2014
"Fabrikam, Inc.",131138,4,866,2571,6/9/2014,510,76.5,6/9/2014
"Fabrikam, Inc.",131506,4,867,1186,6/10/2014,610152,91522.8,6/16/2014
"Litware, Inc.",131510,7,868,4669,6/10/2014,211948.5,31792.28,6/16/2014
"Fabrikam, Inc.",131869,4,869,3284,6/11/2014,612372,91855.8,6/16/2014
"Litware, Inc.",131873,7,870,9272,6/11/2014,212749.2,31912.38,6/16/2014
"Fabrikam, Inc.",132232,4,871,3559,6/12/2014,612282,91842.3,6/16/2014
"Litware, Inc.",132236,7,872,8705,6/12/2014,215589.9,32338.49,6/16/2014
"Fabrikam, Inc.",132634,4,873,3514,6/13/2014,618222,92733.3,6/16/2014
"Litware, Inc.",132638,7,874,3318,6/13/2014,215145.8,32271.87,6/16/2014
"Fabrikam, Inc.",133242,4,875,9990,6/16/2014,620466,93069.9,6/16/2014
"Litware, Inc.",133246,7,876,8530,6/16/2014,216008.5,32401.28,6/16/2014
"Fabrikam, Inc.",133250,4,877,7749,6/16/2014,1734,260.1,6/16/2014
"Litware, Inc.",133253,7,878,6246,6/16/2014,1645.2,246.78,6/16/2014
"Fabrikam, Inc.",133522,4,879,752,6/17/2014,622794,93419.1,6/23/2014
"Litware, Inc.",133526,7,880,3791,6/17/2014,218216.9,32732.54,6/23/2014
"Fabrikam, Inc.",133844,4,881,1921,6/18/2014,622638,93395.7,6/23/2014
"Litware, Inc.",133848,7,882,8690,6/18/2014,219383.3,32907.5,6/23/2014
"Fabrikam, Inc.",134191,4,883,7243,6/19/2014,625284,93792.6,6/23/2014
"Litware, Inc.",134195,7,884,498,6/19/2014,219986.8,32998.02,6/23/2014
"Fabrikam, Inc.",134550,4,885,5746,6/20/2014,626712,94006.8,6/23/2014
"Litware, Inc.",134554,7,886,5356,6/20/2014,219773.1,32965.97,6/23/2014
"Fabrikam, Inc.",135146,4,887,4960,6/23/2014,627144,94071.6,6/23/2014
"Litware, Inc.",135150,7,888,2250,6/23/2014,219498.8,32924.82,6/23/2014
"Litware, Inc.",135152,7,889,2154,6/23/2014,190,28.5,6/23/2014
"Fabrikam, Inc.",135502,4,890,5647,6/24/2014,628596,94289.4,6/30/2014
"Litware, Inc.",135506,7,891,6475,6/24/2014,221059.7,33158.96,6/30/2014
"Fabrikam, Inc.",135950,4,892,4285,6/25/2014,632232,94834.8,6/30/2014
"Litware, Inc.",135954,7,893,9128,6/25/2014,224008.3,33601.25,6/30/2014
"Fabrikam, Inc.",136260,4,894,9099,6/26/2014,633708,95056.2,6/30/2014
"Litware, Inc.",136264,7,895,7395,6/26/2014,225174,33776.1,6/30/2014
"Fabrikam, Inc.",136643,4,896,2095,6/27/2014,637410,95611.5,6/30/2014
"Litware, Inc.",136647,7,897,4954,6/27/2014,226524.7,33978.71,6/30/2014
"Fabrikam, Inc.",137181,4,898,7855,6/30/2014,641634,96245.1,6/30/2014
"Litware, Inc.",137185,7,899,6743,6/30/2014,226914.2,34037.13,6/30/2014
"Fabrikam, Inc.",137189,4,900,3811,6/30/2014,2904,435.6,6/30/2014
"Fabrikam, Inc.",137390,4,901,6255,7/1/2014,644934,96740.1,7/7/2014
"Litware, Inc.",137394,7,902,1919,7/1/2014,226026,33903.9,7/7/2014
"Fabrikam, Inc.",137657,4,903,6248,7/2/2014,644526,96678.9,7/7/2014
"Litware, Inc.",137661,7,904,2161,7/2/2014,225799.2,33869.88,7/7/2014
"Fabrikam, Inc.",137917,4,905,6694,7/3/2014,647100,97065,7/7/2014
"Litware, Inc.",137921,7,906,6369,7/3/2014,227299.2,34094.88,7/7/2014
"Fabrikam, Inc.",138382,4,907,1125,7/4/2014,649854,97478.1,7/7/2014
"Litware, Inc.",138386,7,908,4800,7/4/2014,231791.9,34768.79,7/7/2014
"Fabrikam, Inc.",139016,4,909,6515,7/7/2014,653106,97965.9,7/7/2014
"Litware, Inc.",139020,7,910,325,7/7/2014,233481,35022.15,7/7/2014
"Fabrikam, Inc.",139025,4,911,4918,7/7/2014,3750,562.5,7/7/2014
"Fabrikam, Inc.",139381,4,912,7663,7/8/2014,656340,98451,7/14/2014
"Litware, Inc.",139385,7,913,7189,7/8/2014,233345.7,35001.86,7/14/2014
"Fabrikam, Inc.",139775,4,914,7485,7/9/2014,658326,98748.9,7/14/2014
"Litware, Inc.",139779,7,915,5323,7/9/2014,233850.4,35077.56,7/14/2014
"Fabrikam, Inc.",140135,4,916,174,7/10/2014,658986,98847.9,7/14/2014
"Litware, Inc.",140139,7,917,1076,7/10/2014,233912.6,35086.89,7/14/2014
"Fabrikam, Inc.",140376,4,918,9378,7/11/2014,660144,99021.6,7/14/2014
"Litware, Inc.",140380,7,919,9451,7/11/2014,233523.3,35028.5,7/14/2014
"Fabrikam, Inc.",141028,4,920,5995,7/14/2014,663276,99491.4,7/14/2014
"Litware, Inc.",141032,7,921,1785,7/14/2014,233861.6,35079.24,7/14/2014
"Fabrikam, Inc.",141038,4,922,6254,7/14/2014,3576,536.4,7/14/2014
"Fabrikam, Inc.",141403,4,923,6635,7/15/2014,669990,100498.5,7/21/2014
"Litware, Inc.",141407,7,924,9667,7/15/2014,235174.1,35276.12,7/21/2014
"Fabrikam, Inc.",141849,4,925,2900,7/16/2014,673050,100957.5,7/21/2014
"Litware, Inc.",141853,7,926,5880,7/16/2014,235804.8,35370.72,7/21/2014
"Fabrikam, Inc.",142311,4,927,9873,7/17/2014,673230,100984.5,7/21/2014
"Litware, Inc.",142315,7,928,8379,7/17/2014,237760.6,35664.09,7/21/2014
"Fabrikam, Inc.",142564,4,929,6319,7/18/2014,672966,100944.9,7/21/2014
"Litware, Inc.",142568,7,930,9391,7/18/2014,241586.3,36237.95,7/21/2014
"Fabrikam, Inc.",143158,4,931,6072,7/21/2014,674874,101231.1,7/21/2014
"Litware, Inc.",143162,7,932,7512,7/21/2014,241867.8,36280.17,7/21/2014
"Fabrikam, Inc.",143166,4,933,1865,7/21/2014,1704,255.6,7/21/2014
"Fabrikam, Inc.",143563,4,934,8051,7/22/2014,677856,101678.4,7/28/2014
"Litware, Inc.",143567,7,935,8275,7/22/2014,241421.7,36213.26,7/28/2014
"Fabrikam, Inc.",144030,4,936,4933,7/23/2014,677760,101664,7/28/2014
"Litware, Inc.",144034,7,937,6444,7/23/2014,242261,36339.15,7/28/2014
"Fabrikam, Inc.",144330,4,938,882,7/24/2014,676704,101505.6,7/28/2014
"Litware, Inc.",144334,7,939,3168,7/24/2014,242129.2,36319.38,7/28/2014
"Fabrikam, Inc.",144679,4,940,3308,7/25/2014,679296,101894.4,7/28/2014
"Litware, Inc.",144683,7,941,5609,7/25/2014,241979.2,36296.88,7/28/2014
"Fabrikam, Inc.",145313,4,942,150,7/28/2014,681606,102240.9,7/28/2014
"Litware, Inc.",145317,7,943,4817,7/28/2014,241851.4,36277.71,7/28/2014
"Fabrikam, Inc.",145323,4,944,6143,7/28/2014,2040,306,7/28/2014
"Litware, Inc.",145325,7,945,1815,7/28/2014,384,57.6,7/28/2014
"Fabrikam, Inc.",145550,4,946,5108,7/29/2014,683430,102514.5,8/4/2014
"Litware, Inc.",145554,7,947,7569,7/29/2014,242224.7,36333.71,8/4/2014
"Fabrikam, Inc.",145900,4,948,8642,7/30/2014,683070,102460.5,8/4/2014
"Litware, Inc.",145904,7,949,2106,7/30/2014,243089.4,36463.41,8/4/2014
"Fabrikam, Inc.",146335,4,950,6072,7/31/2014,683760,102564,8/4/2014
"Litware, Inc.",146339,7,951,5861,7/31/2014,245485.7,36822.86,8/4/2014
"Fabrikam, Inc.",146575,4,952,5177,8/1/2014,683892,102583.8,8/4/2014
"Litware, Inc.",146579,7,953,902,8/1/2014,244926.4,36738.96,8/4/2014
"Fabrikam, Inc.",147040,4,954,3615,8/4/2014,684786,102717.9,8/4/2014
